place,place_f,Urbanicity,SES,IMD,Help,Help_type,alone,direct,density,Popsize_place
Sheffield Hallam,w,City,A,8,1,letter,,1,3879,479460
Sheffield Hallam,w,City,A,8,1,letter,,1,3879,479460
Sheffield Hallam,w,City,A,8,1,letter,,0,3879,479460
Sheffield Hallam,w,City,A,8,1,letter,,0,3879,479460
Sheffield Hallam,w,City,A,8,1,letter,,0,3879,479460
Sheffield Hallam,w,City,A,8,1,letter,,0,3879,479460
Sheffield Hallam,w,City,A,8,1,letter,,0,3879,479460
St. Andrews ,x,Town,A,10,0,letter,,1,516,16870
St. Andrews ,x,Town,A,10,0,letter,,0,516,16870
St. Andrews ,x,Town,A,10,0,letter,,0,516,16870
St. Andrews ,x,Town,A,10,0,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,1,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
St. Andrews ,x,Town,A,10,1,letter,,0,516,16870
Wombourne,y,Town,A,9,0,letter,,1,4001,2998
Wombourne,y,Town,A,9,0,letter,,1,4001,2998
Wombourne,y,Town,A,9,0,letter,,1,4001,2998
Wombourne,y,Town,A,9,0,letter,,1,4001,2998
Wombourne,y,Town,A,9,0,letter,,0,4001,2998
Wombourne,y,Town,A,9,0,letter,,0,4001,2998
Wombourne,y,Town,A,9,0,letter,,0,4001,2998
Wombourne,y,Town,A,9,0,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,1,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Wombourne,y,Town,A,9,1,letter,,0,4001,2998
Birmingham Aston,b,City,B,1,0,jaywalk,1,,2038,995480
Birmingham Aston,b,City,B,1,0,jaywalk,0,,2038,995480
Birmingham Aston,b,City,B,1,0,jaywalk,0,,2038,995480
Birmingham Aston,b,City,B,1,0,jaywalk,0,,2038,995480
Birmingham Harborne Sallycar,b,City,A,3,0,jaywalk,0,,4790,995480
Birmingham Harborne Sallycar,b,City,A,3,0,jaywalk,0,,4790,995480
Bristol Ashton,c,City,B,3,0,jaywalk,0,,2181,480920
Bristol Ashton,c,City,B,3,0,jaywalk,0,,2181,480920
Bristol Ashton,c,City,B,3,0,jaywalk,0,,2181,480920
Bristol Clifton,c,City,A,8,0,jaywalk,0,,2993,480920
Cardiff Adamstown Splott,e,City,B,1,0,jaywalk,0,,8654,296960
Cardiff Adamstown Splott,e,City,B,1,0,jaywalk,1,,8654,296960
Cardiff Adamstown Splott,e,City,B,1,0,jaywalk,1,,8654,296960
Cardiff Pontcanna,e,City,A,10,0,jaywalk,1,,4744,296960
Cardiff Pontcanna,e,City,A,10,0,jaywalk,1,,4744,296960
Edinburgh Leith,f,City,B,1,0,jaywalk,1,,4699,431230
Edinburgh Leith,f,City,B,1,0,jaywalk,1,,4699,431230
Edinburgh Leith,f,City,B,1,0,jaywalk,1,,4699,431230
Edinburgh Leith,f,City,B,1,0,jaywalk,1,,4699,431230
Edinburgh Murrayfield ,f,City,A,10,0,jaywalk,1,,3598,431230
Edinburgh Murrayfield ,f,City,A,10,0,jaywalk,1,,3598,431230
Glasgow Carlton,g,City,B,1,0,jaywalk,0,,4532,575250
Glasgow Partick,g,City,A,10,0,jaywalk,0,,7308,575250
Leeds Beeston,l,City,B,3,0,jaywalk,0,,1532,445260
Leeds Beeston,l,City,B,3,0,jaywalk,0,,1532,445260
Leeds Beeston,l,City,B,3,0,jaywalk,0,,1532,445260
Liverpool Blundellsands & Cosby,m,City,A,8,0,jaywalk,1,,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,jaywalk,1,,631,530850
Liverpool Blundellsands & Cosby,m,City,A,8,0,jaywalk,1,,631,530850
Liverpool Toxteth,m,City,B,1,0,jaywalk,1,,9296,530850
Liverpool Toxteth,m,City,B,1,0,jaywalk,1,,9296,530850
Liverpool Toxteth,m,City,B,1,0,jaywalk,1,,9296,530850
Liverpool Toxteth,m,City,B,1,0,jaywalk,1,,9296,530850
Newcastle Gosforth,p,City,A,10,0,jaywalk,1,,4929,247710
Newcastle Walker,p,City,B,1,0,jaywalk,0,,6827,247710
Newcastle Walker,p,City,B,1,0,jaywalk,0,,6827,247710
Plymouth Elburton,r,City,A,7,0,jaywalk,0,,4042,220570
Plymouth Stonehouse,r,City,B,1,0,jaywalk,0,,7891,220570
Plymouth Stonehouse,r,City,B,1,0,jaywalk,0,,7891,220570
Plymouth Stonehouse,r,City,B,1,0,jaywalk,0,,7891,220570
Plymouth Stonehouse,r,City,B,1,0,jaywalk,0,,7891,220570
Sheffield Parkhill Manor,w,City,B,2,0,jaywalk,0,,2985,479460
Sheffield Parkhill Manor,w,City,B,2,0,jaywalk,0,,2985,479460
Birmingham Aston,b,City,B,1,1,jaywalk,1,,2038,995480
Birmingham Harborne Sallycar,b,City,A,3,1,jaywalk,1,,4790,995480
Birmingham Harborne Sallycar,b,City,A,3,1,jaywalk,1,,4790,995480
Birmingham Harborne Sallycar,b,City,A,3,1,jaywalk,0,,4790,995480
Bristol Ashton,c,City,B,3,1,jaywalk,0,,2181,480920
Bristol Clifton,c,City,A,8,1,jaywalk,0,,2993,480920
Bristol Clifton,c,City,A,8,1,jaywalk,0,,2993,480920
Cardiff Adamstown Splott,e,City,B,1,1,jaywalk,0,,8654,296960
Cardiff Pontcanna,e,City,A,10,1,jaywalk,0,,4744,296960
Cardiff Pontcanna,e,City,A,10,1,jaywalk,0,,4744,296960
Edinburgh Murrayfield ,f,City,A,10,1,jaywalk,0,,3598,431230
Glasgow Carlton,g,City,B,1,1,jaywalk,0,,4532,575250
Glasgow Partick,g,City,A,10,1,jaywalk,0,,7308,575250
Glasgow Partick,g,City,A,10,1,jaywalk,0,,7308,575250
Leeds Adel,l,City,A,7,1,jaywalk,0,,2128,445260
Liverpool Toxteth,m,City,B,1,1,jaywalk,1,,9296,530850
Newcastle Gosforth,p,City,A,10,1,jaywalk,1,,4929,247710
Plymouth Elburton,r,City,A,7,1,jaywalk,1,,4042,220570
Plymouth Elburton,r,City,A,7,1,jaywalk,1,,4042,220570
Helensburgh ,i,Town,A,10,0,jaywalk,0,,2601,14710
Helensburgh ,i,Town,A,10,0,jaywalk,1,,2601,14710
Helensburgh ,i,Town,A,10,0,jaywalk,1,,2601,14710
Helensburgh East,i,Town,B,2,0,jaywalk,1,,2601,14710
Helensburgh East,i,Town,B,2,0,jaywalk,1,,2601,14710
Helensburgh East,i,Town,B,2,0,jaywalk,1,,2601,14710
Jaywick Clacton-on-Sea,j,Town,B,1,0,jaywalk,0,,6885,4799
Jaywick Clacton-on-Sea,j,Town,B,1,0,jaywalk,0,,6885,4799
Jaywick Clacton-on-Sea,j,Town,B,1,0,jaywalk,0,,6885,4799
Jaywick Clacton-on-Sea,j,Town,B,1,0,jaywalk,0,,6885,4799
Radstock,t,Town,B,4,0,jaywalk,0,,4439,9419
Radstock,t,Town,B,4,0,jaywalk,1,,4439,9419
Radstock,t,Town,B,4,0,jaywalk,1,,4439,9419
Radstock,t,Town,B,4,0,jaywalk,1,,4439,9419
Redruth,u,Town,B,2,0,jaywalk,1,,2609,18275
Redruth,u,Town,B,2,0,jaywalk,1,,2609,18275
Redruth,u,Town,B,2,0,jaywalk,1,,2609,18275
Saffron Walden,v,Town,A,9,0,jaywalk,1,,4360,15210
St. Andrews ,x,Town,A,10,0,jaywalk,1,,516,16870
Helensburgh ,i,Town,A,10,1,jaywalk,1,,2601,14710
Radstock,t,Town,B,4,1,jaywalk,1,,4439,9419
Saffron Walden,v,Town,A,9,1,jaywalk,1,,4360,15210
Saffron Walden,v,Town,A,9,1,jaywalk,1,,4360,15210
Saffron Walden,v,Town,A,9,1,jaywalk,1,,4360,15210
St. Andrews ,x,Town,A,10,1,jaywalk,0,,516,16870
St. Andrews ,x,Town,A,10,1,jaywalk,0,,516,16870
St. Andrews ,x,Town,A,10,1,jaywalk,0,,516,16870
St. Andrews ,x,Town,A,10,1,jaywalk,0,,516,16870
